Make,Model,Year,Body Type
Hyundai,Santro,2013,Hatchback
Mahindra,Bolero,2013,SUV
Nissan India,Terrano,2016,Crossover
Volkswagen India,Polo,2013,Hatchback
Ford India,Figo,2020,Hatchback
Mahindra,XUV700,2018,SUV
Maruti Suzuki,Vitara Brezza,2011,SUV
Mahindra,Scorpio,2013,Crossover
Hyundai,i20,2015,Crossover
Toyota,Etios,2018,Sedan
Toyota,Glanza,2020,Crossover
Hyundai,Tucson,2015,SUV
Maruti Suzuki,Swift,2016,Hatchback
Mahindra,Scorpio,2018,Crossover
Nissan India,Terrano,2014,Crossover
Maruti Suzuki,Wagon R,2013,Hatchback
Renault India,Triber,2010,MPV
Volkswagen India,Tiguan,2016,Crossover
Renault India,Triber,2018,MPV
Mahindra,Thar,2013,SUV
Tata Motors,Harrier,2019,Crossover
Nissan India,Kicks,2011,SUV
Nissan India,Kicks,2015,SUV
Mahindra,Scorpio,2014,Crossover
Renault India,Triber,2013,MPV
Tata Motors,Safari,2021,Crossover
Mahindra,Thar,2016,SUV
Nissan India,Sunny,2012,Sedan
Honda,Amaze,2023,Sedan
Nissan India,Sunny,2012,Sedan
Maruti Suzuki,Swift,2011,Hatchback
Mahindra,Scorpio,2023,Crossover
Renault India,Kwid,2015,Crossover
Renault India,Captur,2021,SUV
Nissan India,Sunny,2020,Sedan
Tata Motors,Tiago,2015,Hatchback
Honda,Jazz,2014,Hatchback
Ford India,Endeavour,2018,Crossover
Mahindra,XUV700,2013,SUV
Ford India,Mustang,2017,Crossover
Mahindra,Scorpio,2019,Crossover
Ford India,Endeavour,2015,Crossover
Nissan India,Magnite,2022,SUV
Tata Motors,Safari,2015,Crossover
Renault India,Captur,2022,SUV
Nissan India,Kicks,2019,SUV
Tata Motors,Nexon,2017,SUV
Hyundai,Santro,2023,Hatchback
Nissan India,Magnite,2018,SUV
Mahindra,Marazzo,2013,MPV
Toyota,Urban Cruiser,2013,Crossover
Nissan India,Sunny,2010,Sedan
Mahindra,Scorpio,2018,Crossover
Maruti Suzuki,Wagon R,2021,Hatchback
Toyota,Glanza,2014,Crossover
Ford India,EcoSport,2022,SUV
Nissan India,Magnite,2012,SUV
Volkswagen India,Jetta,2016,Sedan
Renault India,Triber,2019,MPV
Ford India,Endeavour,2022,Crossover
Honda,WR-V,2017,Crossover
Maruti Suzuki,Wagon R,2019,Hatchback
Maruti Suzuki,Alto,2012,Hatchback
Ford India,Endeavour,2015,Crossover
Nissan India,Sunny,2010,Sedan
Hyundai,Venue,2021,SUV
Ford India,Mustang,2020,Crossover
Tata Motors,Harrier,2018,Crossover
Nissan India,Terrano,2012,Crossover
Hyundai,Santro,2014,Hatchback
Renault India,Duster,2018,SUV
Honda,Amaze,2011,Sedan
Hyundai,Creta,2015,SUV
Toyota,Innova Crysta,2018,MPV
Tata Motors,Safari,2012,Crossover
Honda,WR-V,2015,Crossover
Mahindra,Marazzo,2011,MPV
Honda,WR-V,2014,Crossover
Volkswagen India,Vento,2022,Sedan
Ford India,EcoSport,2016,SUV
Volkswagen India,Tiguan,2013,Crossover
Mahindra,Thar,2020,SUV
Toyota,Innova Crysta,2011,MPV
Renault India,Kwid,2010,Crossover
Renault India,Triber,2011,MPV
Toyota,Glanza,2021,Crossover
Hyundai,Santro,2023,Hatchback
Mahindra,Thar,2013,SUV
Honda,WR-V,2023,Crossover
Honda,Amaze,2010,Sedan
Nissan India,Magnite,2011,SUV
Ford India,Figo,2014,Hatchback
Mahindra,Scorpio,2023,Crossover
Ford India,Endeavour,2019,Crossover
Toyota,Innova Crysta,2010,MPV
Volkswagen India,Polo,2019,Hatchback
Mahindra,Thar,2022,SUV
Mahindra,Marazzo,2014,MPV
Tata Motors,Tiago,2010,Hatchback
Mahindra,Bolero,2011,SUV
Tata Motors,Safari,2011,Crossover
Hyundai,i20,2017,Crossover
Honda,CR-V,2017,Crossover
Toyota,Fortuner,2018,MPV
Renault India,Kwid,2011,Crossover
Renault India,Kwid,2023,Crossover
Ford India,Endeavour,2023,Crossover
Renault India,Kwid,2020,Crossover
Volkswagen India,Tiguan,2022,Crossover
Maruti Suzuki,Baleno,2016,Hatchback
Ford India,Endeavour,2013,Crossover
Ford India,Figo,2015,Hatchback
Mahindra,XUV700,2017,SUV
Ford India,Endeavour,2020,Crossover
Nissan India,Terrano,2013,Crossover
Hyundai,Verna,2014,Sedan
Nissan India,Magnite,2022,SUV
Mahindra,Scorpio,2014,Crossover
Ford India,Mustang,2014,Crossover
Hyundai,i20,2020,Crossover
Renault India,Captur,2012,SUV
Hyundai,i20,2022,Crossover
Toyota,Innova Crysta,2022,MPV
Renault India,Duster,2021,SUV
Nissan India,Sunny,2018,Sedan
Ford India,Endeavour,2010,Crossover
Volkswagen India,Vento,2011,Sedan
Ford India,Endeavour,2014,Crossover
Volkswagen India,Polo,2010,Hatchback
Renault India,Duster,2017,SUV
Tata Motors,Tiago,2020,Hatchback
Renault India,Triber,2018,MPV
Maruti Suzuki,Alto,2015,Hatchback
Volkswagen India,Jetta,2013,Sedan
Maruti Suzuki,Alto,2015,Hatchback
Toyota,Glanza,2012,Crossover
Tata Motors,Altroz,2012,Hatchback
Ford India,Endeavour,2018,Crossover
Mahindra,Scorpio,2011,Crossover
Tata Motors,Safari,2020,Crossover
Mahindra,Scorpio,2020,Crossover
Ford India,Figo,2010,Hatchback
Nissan India,Kicks,2021,SUV
Tata Motors,Nexon,2023,SUV
Volkswagen India,Polo,2012,Hatchback
Volkswagen India,Tiguan,2023,Crossover
Renault India,Duster,2011,SUV
Hyundai,i20,2014,Crossover
Maruti Suzuki,Baleno,2012,Hatchback
Nissan India,Terrano,2019,Crossover
Nissan India,Kicks,2016,SUV
Mahindra,Bolero,2018,SUV
Toyota,Innova Crysta,2018,MPV
Honda,Jazz,2021,Hatchback
Volkswagen India,Vento,2015,Sedan
Toyota,Etios,2014,Sedan
Hyundai,Venue,2023,SUV
Honda,Jazz,2016,Hatchback
Hyundai,Tucson,2014,SUV
Mahindra,XUV700,2011,SUV
Toyota,Innova Crysta,2015,MPV
Honda,City,2016,Sedan
Hyundai,Venue,2020,SUV
Maruti Suzuki,Swift,2023,Hatchback
Hyundai,Verna,2021,Sedan
Volkswagen India,Jetta,2011,Sedan
Tata Motors,Harrier,2020,Crossover
Renault India,Kwid,2022,Crossover
Volkswagen India,Jetta,2021,Sedan
Ford India,Figo,2015,Hatchback
Hyundai,Creta,2022,SUV
Renault India,Duster,2014,SUV
Toyota,Glanza,2021,Crossover
Maruti Suzuki,Baleno,2015,Hatchback
Mahindra,Bolero,2013,SUV
Honda,Jazz,2021,Hatchback
Honda,City,2021,Sedan
Hyundai,Verna,2010,Sedan
Hyundai,Venue,2010,SUV
Renault India,Captur,2018,SUV
Honda,WR-V,2020,Crossover
Hyundai,Creta,2021,SUV
Volkswagen India,Polo,2012,Hatchback
Maruti Suzuki,Vitara Brezza,2013,SUV
Mahindra,Scorpio,2023,Crossover
Honda,CR-V,2011,Crossover
Volkswagen India,Jetta,2020,Sedan
Volkswagen India,Polo,2017,Hatchback
Nissan India,Terrano,2014,Crossover
Renault India,Captur,2012,SUV
Mahindra,Scorpio,2019,Crossover
Volkswagen India,Vento,2017,Sedan
Renault India,Duster,2012,SUV
Tata Motors,Safari,2013,Crossover
Hyundai,Venue,2013,SUV
Nissan India,Kicks,2014,SUV
Renault India,Captur,2018,SUV
Volkswagen India,Vento,2020,Sedan
Maruti Suzuki,Baleno,2017,Hatchback
Ford India,Mustang,2014,Crossover
Hyundai,i20,2010,Crossover
Maruti Suzuki,Baleno,2019,Hatchback
Honda,Jazz,2016,Hatchback
Honda,Jazz,2015,Hatchback
Toyota,Innova Crysta,2022,MPV
Nissan India,Magnite,2017,SUV
Ford India,Figo,2013,Hatchback
Volkswagen India,Tiguan,2016,Crossover
Ford India,Endeavour,2018,Crossover
Nissan India,Kicks,2014,SUV
Nissan India,Terrano,2010,Crossover
Renault India,Kwid,2019,Crossover
Renault India,Captur,2019,SUV
Honda,Jazz,2015,Hatchback
Nissan India,Sunny,2015,Sedan
Toyota,Glanza,2020,Crossover
Ford India,EcoSport,2021,SUV
Nissan India,Sunny,2010,Sedan
Tata Motors,Nexon,2018,SUV
Maruti Suzuki,Swift,2013,Hatchback
Maruti Suzuki,Dzire,2022,Crossover
Hyundai,i20,2022,Crossover
Honda,City,2016,Sedan
Ford India,Mustang,2015,Crossover
Hyundai,Santro,2022,Hatchback
Maruti Suzuki,Vitara Brezza,2018,SUV
Mahindra,Bolero,2015,SUV
Mahindra,Marazzo,2013,MPV
Toyota,Innova Crysta,2019,MPV
Nissan India,Magnite,2013,SUV
Volkswagen India,Jetta,2020,Sedan
Ford India,Figo,2014,Hatchback
Maruti Suzuki,Swift,2017,Hatchback
Honda,City,2015,Sedan
Maruti Suzuki,Baleno,2010,Hatchback
Honda,Jazz,2011,Hatchback
Ford India,Endeavour,2023,Crossover
Honda,City,2019,Sedan
Hyundai,i20,2017,Crossover
Tata Motors,Nexon,2023,SUV
Ford India,EcoSport,2016,SUV
Renault India,Duster,2013,SUV
Ford India,Figo,2016,Hatchback
Renault India,Kwid,2022,Crossover
Honda,City,2013,Sedan
Toyota,Innova Crysta,2021,MPV
Hyundai,Tucson,2019,SUV
Toyota,Fortuner,2011,MPV
Ford India,Figo,2016,Hatchback
Tata Motors,Nexon,2019,SUV
Nissan India,Terrano,2011,Crossover
Nissan India,Sunny,2022,Sedan
Toyota,Etios,2012,Sedan
Ford India,EcoSport,2014,SUV
Honda,City,2022,Sedan
Honda,CR-V,2022,Crossover
Ford India,EcoSport,2018,SUV
Hyundai,Tucson,2023,SUV
Ford India,Mustang,2022,Crossover
Tata Motors,Safari,2011,Crossover
Renault India,Captur,2016,SUV
Renault India,Captur,2022,SUV
Nissan India,Magnite,2013,SUV
Honda,Jazz,2010,Hatchback
Honda,CR-V,2016,Crossover
Tata Motors,Altroz,2022,Hatchback
Volkswagen India,Polo,2018,Hatchback
Honda,City,2020,Sedan
Ford India,Mustang,2014,Crossover
Tata Motors,Safari,2017,Crossover
Tata Motors,Harrier,2021,Crossover
Volkswagen India,Vento,2011,Sedan
Honda,Amaze,2022,Sedan
Ford India,Endeavour,2023,Crossover
Nissan India,Magnite,2011,SUV
Hyundai,Tucson,2010,SUV
Renault India,Triber,2020,MPV
Volkswagen India,Vento,2018,Sedan
Nissan India,Kicks,2012,SUV
Volkswagen India,Polo,2013,Hatchback
Volkswagen India,Polo,2021,Hatchback
Volkswagen India,Tiguan,2019,Crossover
Ford India,Endeavour,2012,Crossover
Tata Motors,Altroz,2021,Hatchback
Renault India,Captur,2015,SUV
Volkswagen India,Polo,2011,Hatchback
Mahindra,XUV700,2022,SUV
Volkswagen India,Jetta,2012,Sedan
Ford India,Figo,2018,Hatchback
Hyundai,i20,2014,Crossover
Nissan India,Terrano,2023,Crossover
Hyundai,Venue,2019,SUV
Hyundai,Venue,2014,SUV
Ford India,Endeavour,2020,Crossover
Honda,CR-V,2014,Crossover
Honda,CR-V,2021,Crossover
Honda,City,2010,Sedan
Ford India,Endeavour,2011,Crossover
Ford India,Mustang,2013,Crossover
Ford India,Endeavour,2011,Crossover
Honda,Amaze,2019,Sedan
Tata Motors,Harrier,2011,Crossover
Nissan India,Sunny,2023,Sedan
Volkswagen India,Tiguan,2020,Crossover
Volkswagen India,Jetta,2023,Sedan
Volkswagen India,Vento,2022,Sedan
Mahindra,Bolero,2015,SUV
Maruti Suzuki,Dzire,2022,Crossover
Maruti Suzuki,Baleno,2016,Hatchback
Renault India,Duster,2020,SUV
Nissan India,Sunny,2016,Sedan
Ford India,Figo,2011,Hatchback
Mahindra,Marazzo,2022,MPV
Tata Motors,Altroz,2011,Hatchback
Ford India,Figo,2020,Hatchback
Volkswagen India,Tiguan,2021,Crossover
Hyundai,Santro,2020,Hatchback
Tata Motors,Harrier,2019,Crossover
Toyota,Glanza,2023,Crossover
Tata Motors,Safari,2010,Crossover
Maruti Suzuki,Dzire,2021,Crossover
Tata Motors,Nexon,2012,SUV
Mahindra,Bolero,2023,SUV
Ford India,Figo,2019,Hatchback
Nissan India,Kicks,2011,SUV
Nissan India,Terrano,2010,Crossover
Mahindra,Thar,2010,SUV
Hyundai,Santro,2021,Hatchback
Toyota,Fortuner,2013,MPV
Honda,WR-V,2016,Crossover
Nissan India,Sunny,2013,Sedan
Volkswagen India,Jetta,2015,Sedan
Nissan India,Kicks,2017,SUV
Maruti Suzuki,Alto,2021,Hatchback
Nissan India,Terrano,2020,Crossover
Toyota,Urban Cruiser,2019,Crossover
Maruti Suzuki,Baleno,2018,Hatchback
Tata Motors,Safari,2010,Crossover
Honda,Amaze,2023,Sedan
Nissan India,Sunny,2021,Sedan
Renault India,Kwid,2012,Crossover
Ford India,Figo,2020,Hatchback
Volkswagen India,Vento,2023,Sedan
Renault India,Duster,2018,SUV
Ford India,Endeavour,2023,Crossover
Toyota,Glanza,2011,Crossover
Hyundai,Creta,2022,SUV
Maruti Suzuki,Dzire,2018,Crossover
Honda,CR-V,2014,Crossover
Ford India,Endeavour,2014,Crossover
Nissan India,Magnite,2015,SUV
Nissan India,Magnite,2011,SUV
Honda,WR-V,2013,Crossover
Nissan India,Terrano,2014,Crossover
Volkswagen India,Polo,2020,Hatchback
Ford India,Mustang,2020,Crossover
Hyundai,i20,2013,Crossover
Ford India,EcoSport,2022,SUV
Honda,WR-V,2019,Crossover
Maruti Suzuki,Alto,2017,Hatchback
Hyundai,Verna,2018,Sedan
Hyundai,i20,2014,Crossover
Honda,CR-V,2019,Crossover
Hyundai,Creta,2020,SUV
Nissan India,Terrano,2011,Crossover
Ford India,Endeavour,2023,Crossover
Nissan India,Kicks,2022,SUV
Renault India,Triber,2011,MPV
Ford India,Figo,2023,Hatchback
Toyota,Urban Cruiser,2017,Crossover
Renault India,Captur,2019,SUV
Toyota,Urban Cruiser,2010,Crossover
Mahindra,Thar,2023,SUV
Ford India,Mustang,2015,Crossover
Maruti Suzuki,Baleno,2011,Hatchback
Mahindra,Marazzo,2015,MPV
Tata Motors,Safari,2012,Crossover
Mahindra,Marazzo,2021,MPV
Nissan India,Magnite,2011,SUV
Honda,CR-V,2012,Crossover
Ford India,EcoSport,2014,SUV
Maruti Suzuki,Wagon R,2017,Hatchback
Tata Motors,Nexon,2016,SUV
Maruti Suzuki,Dzire,2021,Crossover
Nissan India,Magnite,2022,SUV
Tata Motors,Safari,2016,Crossover
Tata Motors,Safari,2021,Crossover
Ford India,EcoSport,2015,SUV
Maruti Suzuki,Vitara Brezza,2022,SUV
Mahindra,Thar,2010,SUV
Honda,City,2022,Sedan
Nissan India,Kicks,2010,SUV
Mahindra,Bolero,2023,SUV
Volkswagen India,Tiguan,2012,Crossover
Volkswagen India,Polo,2016,Hatchback
Nissan India,Terrano,2010,Crossover
Maruti Suzuki,Wagon R,2017,Hatchback
Renault India,Triber,2017,MPV
Tata Motors,Harrier,2013,Crossover
Ford India,Figo,2014,Hatchback
Ford India,Figo,2019,Hatchback
Nissan India,Sunny,2018,Sedan
Hyundai,i20,2016,Crossover
Maruti Suzuki,Vitara Brezza,2011,SUV
Hyundai,Venue,2013,SUV
Nissan India,Kicks,2022,SUV
Ford India,Figo,2023,Hatchback
Nissan India,Sunny,2012,Sedan
Renault India,Triber,2023,MPV
Ford India,Mustang,2022,Crossover
Tata Motors,Safari,2016,Crossover
Honda,CR-V,2016,Crossover
Volkswagen India,Tiguan,2016,Crossover
Ford India,Mustang,2022,Crossover
Hyundai,Verna,2017,Sedan
Mahindra,Thar,2021,SUV
Toyota,Glanza,2018,Crossover
Tata Motors,Tiago,2020,Hatchback
Maruti Suzuki,Swift,2015,Hatchback
Honda,CR-V,2019,Crossover
Maruti Suzuki,Vitara Brezza,2021,SUV
Hyundai,Creta,2010,SUV
Ford India,Mustang,2012,Crossover
Renault India,Triber,2014,MPV
Maruti Suzuki,Dzire,2011,Crossover
Tata Motors,Tiago,2022,Hatchback
Honda,CR-V,2018,Crossover
Renault India,Duster,2023,SUV
Maruti Suzuki,Wagon R,2022,Hatchback
Renault India,Duster,2020,SUV
Hyundai,Venue,2017,SUV
Maruti Suzuki,Baleno,2013,Hatchback
Hyundai,i20,2023,Crossover
Volkswagen India,Polo,2015,Hatchback
Volkswagen India,Tiguan,2010,Crossover
Nissan India,Magnite,2021,SUV
Renault India,Duster,2015,SUV
Toyota,Etios,2019,Sedan
Volkswagen India,Tiguan,2015,Crossover
Tata Motors,Altroz,2021,Hatchback
Nissan India,Terrano,2015,Crossover
Hyundai,Tucson,2018,SUV
Hyundai,Creta,2020,SUV
Renault India,Triber,2016,MPV
Renault India,Triber,2020,MPV
Nissan India,Sunny,2016,Sedan
Hyundai,Tucson,2016,SUV
Ford India,Figo,2012,Hatchback
Volkswagen India,Jetta,2023,Sedan
Maruti Suzuki,Baleno,2017,Hatchback
Ford India,EcoSport,2012,SUV
Ford India,Mustang,2023,Crossover
Nissan India,Terrano,2021,Crossover
Honda,WR-V,2011,Crossover
Hyundai,Venue,2020,SUV
Maruti Suzuki,Baleno,2019,Hatchback
Volkswagen India,Polo,2013,Hatchback
Toyota,Glanza,2010,Crossover
Volkswagen India,Jetta,2013,Sedan
Nissan India,Sunny,2022,Sedan
Honda,City,2017,Sedan
Renault India,Triber,2011,MPV
Nissan India,Terrano,2012,Crossover
Mahindra,Thar,2015,SUV
Volkswagen India,Tiguan,2010,Crossover
Renault India,Duster,2017,SUV
Volkswagen India,Polo,2020,Hatchback
Volkswagen India,Polo,2022,Hatchback
Renault India,Kwid,2021,Crossover
Tata Motors,Safari,2020,Crossover
Mahindra,Bolero,2021,SUV
Hyundai,Creta,2020,SUV
Toyota,Fortuner,2022,MPV
Honda,City,2012,Sedan
Hyundai,Santro,2019,Hatchback
Honda,Amaze,2018,Sedan
Honda,WR-V,2016,Crossover
Renault India,Triber,2012,MPV
Ford India,Endeavour,2019,Crossover
Honda,Amaze,2017,Sedan
Hyundai,i20,2020,Crossover
Toyota,Glanza,2010,Crossover
Ford India,EcoSport,2019,SUV
Mahindra,Thar,2016,SUV
Mahindra,Marazzo,2014,MPV
Ford India,Endeavour,2023,Crossover
Renault India,Duster,2021,SUV
Renault India,Duster,2022,SUV
Maruti Suzuki,Swift,2011,Hatchback
Toyota,Urban Cruiser,2011,Crossover
Mahindra,Bolero,2021,SUV
Ford India,Endeavour,2012,Crossover
Mahindra,XUV700,2022,SUV
Volkswagen India,Tiguan,2010,Crossover
Honda,WR-V,2022,Crossover
Toyota,Innova Crysta,2020,MPV
Ford India,Endeavour,2018,Crossover
Nissan India,Kicks,2010,SUV
Toyota,Fortuner,2015,MPV
Honda,City,2022,Sedan
Hyundai,Verna,2019,Sedan
Mahindra,Thar,2016,SUV
Hyundai,i20,2019,Crossover
Maruti Suzuki,Alto,2018,Hatchback
Mahindra,Bolero,2016,SUV
Toyota,Glanza,2011,Crossover
Mahindra,XUV700,2010,SUV
Renault India,Captur,2021,SUV
Ford India,Figo,2014,Hatchback
Toyota,Urban Cruiser,2011,Crossover
Toyota,Fortuner,2022,MPV
Volkswagen India,Polo,2021,Hatchback
Volkswagen India,Polo,2010,Hatchback
Nissan India,Kicks,2020,SUV
Tata Motors,Nexon,2016,SUV
Tata Motors,Safari,2018,Crossover
Renault India,Triber,2022,MPV
Nissan India,Kicks,2014,SUV
Maruti Suzuki,Dzire,2019,Crossover
Volkswagen India,Vento,2011,Sedan
Volkswagen India,Polo,2011,Hatchback
Toyota,Glanza,2011,Crossover
Mahindra,XUV700,2018,SUV
Tata Motors,Safari,2014,Crossover
Mahindra,Scorpio,2013,Crossover
Ford India,Figo,2012,Hatchback
Hyundai,Creta,2013,SUV
Mahindra,Scorpio,2020,Crossover
Maruti Suzuki,Vitara Brezza,2018,SUV
Toyota,Innova Crysta,2013,MPV
Honda,Amaze,2015,Sedan
Tata Motors,Nexon,2022,SUV
Honda,Amaze,2018,Sedan
Tata Motors,Altroz,2019,Hatchback
Volkswagen India,Polo,2016,Hatchback
Renault India,Duster,2014,SUV
Tata Motors,Altroz,2012,Hatchback
Volkswagen India,Tiguan,2022,Crossover
Renault India,Triber,2018,MPV
Maruti Suzuki,Alto,2016,Hatchback
Hyundai,i20,2015,Crossover
Ford India,Endeavour,2014,Crossover
Maruti Suzuki,Dzire,2020,Crossover
Honda,City,2015,Sedan
Hyundai,i20,2018,Crossover
Renault India,Triber,2023,MPV
Volkswagen India,Tiguan,2016,Crossover
Toyota,Urban Cruiser,2015,Crossover
Ford India,Mustang,2019,Crossover
Renault India,Triber,2010,MPV
Toyota,Fortuner,2020,MPV
Ford India,Mustang,2020,Crossover
Maruti Suzuki,Alto,2017,Hatchback
Nissan India,Magnite,2015,SUV
Maruti Suzuki,Vitara Brezza,2021,SUV
Nissan India,Kicks,2012,SUV
Renault India,Kwid,2010,Crossover
Hyundai,i20,2017,Crossover
Ford India,Figo,2020,Hatchback
Renault India,Triber,2018,MPV
Hyundai,Tucson,2016,SUV
Volkswagen India,Jetta,2016,Sedan
Toyota,Etios,2021,Sedan
Nissan India,Magnite,2012,SUV
Toyota,Fortuner,2022,MPV
Tata Motors,Altroz,2022,Hatchback
Maruti Suzuki,Vitara Brezza,2013,SUV
Toyota,Etios,2018,Sedan
Hyundai,Santro,2018,Hatchback
Toyota,Urban Cruiser,2016,Crossover
Hyundai,Venue,2016,SUV
Hyundai,Santro,2014,Hatchback
Maruti Suzuki,Wagon R,2018,Hatchback
Mahindra,Marazzo,2020,MPV
Renault India,Duster,2011,SUV
Honda,Amaze,2016,Sedan
Honda,WR-V,2012,Crossover
Volkswagen India,Tiguan,2013,Crossover
Renault India,Triber,2023,MPV
Volkswagen India,Tiguan,2021,Crossover
Tata Motors,Safari,2019,Crossover
Tata Motors,Safari,2013,Crossover
Maruti Suzuki,Alto,2017,Hatchback
Hyundai,Tucson,2013,SUV
Maruti Suzuki,Dzire,2012,Crossover
Renault India,Captur,2011,SUV
Tata Motors,Tiago,2019,Hatchback
Mahindra,Bolero,2011,SUV
Hyundai,Creta,2022,SUV
Hyundai,Verna,2023,Sedan
Maruti Suzuki,Wagon R,2014,Hatchback
Tata Motors,Nexon,2020,SUV
Mahindra,Thar,2018,SUV
Volkswagen India,Vento,2022,Sedan
Hyundai,Santro,2018,Hatchback
Tata Motors,Harrier,2022,Crossover
Toyota,Urban Cruiser,2011,Crossover
Mahindra,XUV700,2020,SUV
Tata Motors,Nexon,2016,SUV
Volkswagen India,Polo,2020,Hatchback
Renault India,Kwid,2023,Crossover
Maruti Suzuki,Wagon R,2017,Hatchback
Maruti Suzuki,Baleno,2013,Hatchback
Mahindra,Scorpio,2022,Crossover
Volkswagen India,Vento,2012,Sedan
Volkswagen India,Polo,2012,Hatchback
Renault India,Triber,2021,MPV
Toyota,Innova Crysta,2020,MPV
Honda,WR-V,2017,Crossover
Tata Motors,Altroz,2012,Hatchback
Toyota,Glanza,2021,Crossover
Honda,CR-V,2017,Crossover
Hyundai,Tucson,2020,SUV
Tata Motors,Nexon,2023,SUV
Toyota,Urban Cruiser,2011,Crossover
Toyota,Glanza,2010,Crossover
Mahindra,Marazzo,2020,MPV
Volkswagen India,Tiguan,2023,Crossover
Hyundai,Tucson,2016,SUV
Nissan India,Sunny,2018,Sedan
Tata Motors,Tiago,2011,Hatchback
Renault India,Triber,2013,MPV
Renault India,Captur,2020,SUV
Maruti Suzuki,Dzire,2017,Crossover
Tata Motors,Harrier,2016,Crossover
Volkswagen India,Tiguan,2016,Crossover
Honda,WR-V,2015,Crossover
Maruti Suzuki,Vitara Brezza,2010,SUV
Ford India,Mustang,2023,Crossover
Volkswagen India,Tiguan,2011,Crossover
Toyota,Urban Cruiser,2017,Crossover
Nissan India,Sunny,2010,Sedan
Volkswagen India,Polo,2019,Hatchback
Mahindra,Marazzo,2022,MPV
Nissan India,Kicks,2021,SUV
Renault India,Kwid,2016,Crossover
Toyota,Innova Crysta,2012,MPV
Toyota,Fortuner,2013,MPV
Volkswagen India,Polo,2015,Hatchback
Hyundai,Verna,2013,Sedan
Nissan India,Kicks,2022,SUV
Honda,CR-V,2022,Crossover
Toyota,Fortuner,2022,MPV
Tata Motors,Harrier,2017,Crossover
Volkswagen India,Vento,2023,Sedan
Ford India,Mustang,2012,Crossover
Volkswagen India,Jetta,2022,Sedan
Ford India,Endeavour,2012,Crossover
Hyundai,Tucson,2016,SUV
Volkswagen India,Vento,2020,Sedan
Volkswagen India,Vento,2015,Sedan
Hyundai,Tucson,2020,SUV
Maruti Suzuki,Dzire,2010,Crossover
Honda,WR-V,2015,Crossover
Volkswagen India,Tiguan,2023,Crossover
Ford India,Mustang,2016,Crossover
Maruti Suzuki,Vitara Brezza,2011,SUV
Mahindra,Scorpio,2017,Crossover
Toyota,Urban Cruiser,2012,Crossover
Volkswagen India,Tiguan,2020,Crossover
Tata Motors,Safari,2019,Crossover
Maruti Suzuki,Baleno,2022,Hatchback
Hyundai,Santro,2010,Hatchback
Toyota,Fortuner,2019,MPV
Honda,CR-V,2012,Crossover
Mahindra,Marazzo,2016,MPV
Renault India,Captur,2015,SUV
Nissan India,Sunny,2013,Sedan
Toyota,Innova Crysta,2018,MPV
Tata Motors,Tiago,2010,Hatchback
Toyota,Glanza,2020,Crossover
Tata Motors,Harrier,2012,Crossover
Toyota,Etios,2012,Sedan
Renault India,Captur,2016,SUV
Mahindra,Scorpio,2017,Crossover
Ford India,Endeavour,2019,Crossover
Volkswagen India,Polo,2010,Hatchback
Toyota,Glanza,2016,Crossover
Mahindra,Scorpio,2011,Crossover
Toyota,Urban Cruiser,2013,Crossover
Mahindra,Marazzo,2011,MPV
Hyundai,Tucson,2014,SUV
Maruti Suzuki,Vitara Brezza,2010,SUV
Renault India,Triber,2010,MPV
Ford India,Figo,2014,Hatchback
Maruti Suzuki,Vitara Brezza,2023,SUV
Nissan India,Terrano,2011,Crossover
Hyundai,Venue,2010,SUV
Nissan India,Terrano,2015,Crossover
Hyundai,Creta,2015,SUV
Honda,Amaze,2012,Sedan
Volkswagen India,Tiguan,2022,Crossover
Mahindra,Scorpio,2020,Crossover
Renault India,Captur,2016,SUV
Renault India,Kwid,2023,Crossover
Toyota,Innova Crysta,2019,MPV
Hyundai,Tucson,2013,SUV
Volkswagen India,Tiguan,2016,Crossover
Tata Motors,Safari,2019,Crossover
Toyota,Urban Cruiser,2010,Crossover
Tata Motors,Tiago,2023,Hatchback
Honda,Jazz,2013,Hatchback
Nissan India,Magnite,2020,SUV
Hyundai,Venue,2013,SUV
Volkswagen India,Jetta,2019,Sedan
Renault India,Kwid,2020,Crossover
Mahindra,XUV700,2011,SUV
Mahindra,Scorpio,2022,Crossover
Ford India,Figo,2020,Hatchback
Honda,CR-V,2017,Crossover
Toyota,Innova Crysta,2012,MPV
Toyota,Etios,2012,Sedan
Volkswagen India,Tiguan,2017,Crossover
Tata Motors,Safari,2019,Crossover
Renault India,Kwid,2018,Crossover
Tata Motors,Tiago,2021,Hatchback
Tata Motors,Altroz,2019,Hatchback
Volkswagen India,Jetta,2019,Sedan
Maruti Suzuki,Dzire,2016,Crossover
Maruti Suzuki,Wagon R,2013,Hatchback
Ford India,EcoSport,2010,SUV
Tata Motors,Altroz,2011,Hatchback
Volkswagen India,Tiguan,2019,Crossover
Volkswagen India,Jetta,2016,Sedan
Tata Motors,Tiago,2023,Hatchback
Ford India,Mustang,2015,Crossover
Volkswagen India,Polo,2015,Hatchback
Nissan India,Magnite,2012,SUV
Mahindra,Scorpio,2020,Crossover
Mahindra,Marazzo,2022,MPV
Toyota,Fortuner,2017,MPV
Mahindra,Scorpio,2010,Crossover
Renault India,Kwid,2018,Crossover
Volkswagen India,Vento,2018,Sedan
Hyundai,Tucson,2023,SUV
Toyota,Innova Crysta,2021,MPV
