Vehicle Type,Brand,Model,Year,Range (km),Top Speed (km/h)
Bike,Ultraviolette,F77,2021,465,97
Bike,Revolt Motors,RV400,2021,372,102
Car,Tata Motors,Nexon EV,2020,377,68
Bike,Oben Electric,Rorr,2021,177,160
Scooter,TVS,iQube,2023,89,68
Bike,Revolt Motors,RV400,2021,476,91
Car,BYD,Atto 3,2023,300,62
Car,Mahindra,eVerito,2020,127,94
Bike,Oben Electric,Rorr,2021,167,101
Car,Tata Motors,Nexon EV,2020,203,68
Bike,Ultraviolette,F77,2023,152,64
Bike,Ultraviolette,F77,2019,401,164
Scooter,Hero Electric,Optima,2021,444,171
Scooter,TVS,iQube,2022,305,95
Car,BYD,Atto 3,2021,362,105
Bike,Oben Electric,Rorr,2019,360,102
Bike,Revolt Motors,RV400,2023,216,110
Scooter,Ola Electric,S1 Pro,2021,260,176
Scooter,Ola Electric,S1 Pro,2023,492,77
Car,Tata Motors,Nexon EV,2019,351,171
Scooter,Bajaj,Chetak,2022,312,87
Bike,Tork Motors,Kratos,2023,75,178
Scooter,Ola Electric,S1 Pro,2023,77,74
Car,Hyundai,Kona Electric,2023,410,76
Scooter,Ather,450X,2021,381,175
Bike,Tork Motors,Kratos,2021,245,104
Bike,Ultraviolette,F77,2021,267,121
Car,Mahindra,eVerito,2023,233,66
Bike,Ultraviolette,F77,2022,244,128
Car,Hyundai,Kona Electric,2021,312,67
Scooter,Bajaj,Chetak,2022,423,98
Car,MG,ZS EV,2023,449,108
Car,Mahindra,eVerito,2023,331,70
Car,Hyundai,Kona Electric,2021,123,163
Car,Hyundai,Kona Electric,2023,322,104
Scooter,Hero Electric,Optima,2021,493,82
Car,Tata Motors,Nexon EV,2022,449,166
Car,Tata Motors,Nexon EV,2019,205,154
Car,MG,ZS EV,2019,84,66
Scooter,Ola Electric,S1 Pro,2023,473,133
Car,MG,ZS EV,2023,231,164
Scooter,Ather,450X,2021,230,104
Scooter,Hero Electric,Optima,2023,496,135
Car,MG,ZS EV,2022,381,77
Scooter,Hero Electric,Optima,2022,145,140
Scooter,Ola Electric,S1 Pro,2021,385,128
Scooter,Hero Electric,Optima,2022,314,155
Scooter,Ola Electric,S1 Pro,2021,224,176
Bike,Revolt Motors,RV400,2021,452,131
Bike,PURE EV,eTryst 350,2019,185,96
Car,Tata Motors,Nexon EV,2023,323,124
Car,BYD,Atto 3,2023,334,110
Scooter,Ola Electric,S1 Pro,2023,93,73
Car,MG,ZS EV,2021,231,114
Bike,Oben Electric,Rorr,2019,340,92
Bike,Ultraviolette,F77,2023,253,165
Bike,Revolt Motors,RV400,2020,205,109
Car,Mahindra,eVerito,2021,350,169
Car,Hyundai,Kona Electric,2022,372,113
Car,Tata Motors,Nexon EV,2023,112,122
Car,MG,ZS EV,2023,82,177
Bike,Tork Motors,Kratos,2021,149,88
Scooter,Ola Electric,S1 Pro,2023,83,112
Car,Mahindra,eVerito,2023,343,71
Scooter,Hero Electric,Optima,2019,380,103
Bike,Ultraviolette,F77,2023,204,70
Scooter,Hero Electric,Optima,2022,415,92
Car,MG,ZS EV,2019,190,90
Bike,Tork Motors,Kratos,2020,416,143
Bike,Oben Electric,Rorr,2023,348,160
Bike,Oben Electric,Rorr,2022,212,110
Bike,Revolt Motors,RV400,2019,490,87
Car,MG,ZS EV,2021,241,155
Car,Hyundai,Kona Electric,2019,225,124
Car,Tata Motors,Nexon EV,2022,225,178
Scooter,Ather,450X,2020,226,161
Scooter,TVS,iQube,2023,97,103
Scooter,Hero Electric,Optima,2023,425,135
Bike,Tork Motors,Kratos,2019,483,128
Bike,PURE EV,eTryst 350,2023,292,107
Bike,Oben Electric,Rorr,2020,402,110
Bike,Tork Motors,Kratos,2023,417,164
Bike,Tork Motors,Kratos,2019,146,94
Bike,Oben Electric,Rorr,2021,480,89
Bike,Oben Electric,Rorr,2021,174,162
Scooter,TVS,iQube,2019,157,150
Bike,Ultraviolette,F77,2019,315,79
Car,MG,ZS EV,2019,101,170
Car,Tata Motors,Nexon EV,2022,180,151
Scooter,Bajaj,Chetak,2022,167,72
Bike,Tork Motors,Kratos,2022,328,176
Car,BYD,Atto 3,2020,500,96
Scooter,TVS,iQube,2019,347,72
Car,MG,ZS EV,2020,411,155
Bike,Oben Electric,Rorr,2022,342,61
Scooter,Bajaj,Chetak,2020,83,173
Scooter,TVS,iQube,2023,159,166
Scooter,Ola Electric,S1 Pro,2020,479,74
Bike,PURE EV,eTryst 350,2021,489,113
Bike,Revolt Motors,RV400,2020,224,85
Bike,Oben Electric,Rorr,2023,437,118
Bike,Revolt Motors,RV400,2019,476,60
Car,BYD,Atto 3,2019,274,128
Car,Hyundai,Kona Electric,2019,355,65
Scooter,TVS,iQube,2022,408,74
Bike,Revolt Motors,RV400,2023,330,105
Car,BYD,Atto 3,2020,195,65
Bike,Revolt Motors,RV400,2020,107,71
Bike,Oben Electric,Rorr,2019,271,90
Bike,Tork Motors,Kratos,2022,147,89
Bike,Tork Motors,Kratos,2022,342,180
Scooter,Ather,450X,2023,209,60
Bike,Ultraviolette,F77,2020,169,173
Scooter,Ola Electric,S1 Pro,2020,111,136
Car,BYD,Atto 3,2022,266,165
Bike,Oben Electric,Rorr,2020,239,113
Bike,Tork Motors,Kratos,2019,124,170
Scooter,Ola Electric,S1 Pro,2023,370,91
Scooter,TVS,iQube,2021,229,163
Bike,Ultraviolette,F77,2019,486,71
Car,MG,ZS EV,2023,359,123
Bike,Revolt Motors,RV400,2023,278,131
Scooter,TVS,iQube,2022,100,91
Bike,PURE EV,eTryst 350,2020,145,73
Bike,Revolt Motors,RV400,2019,476,101
Scooter,Hero Electric,Optima,2021,322,75
Scooter,TVS,iQube,2023,369,135
Car,Hyundai,Kona Electric,2019,75,102
Scooter,Hero Electric,Optima,2023,358,89
Car,Hyundai,Kona Electric,2022,390,119
Car,BYD,Atto 3,2020,295,167
Bike,Ultraviolette,F77,2020,439,71
Car,MG,ZS EV,2021,119,128
Car,MG,ZS EV,2019,485,130
Bike,Tork Motors,Kratos,2021,489,61
Car,MG,ZS EV,2023,478,140
Scooter,Bajaj,Chetak,2022,97,154
Bike,Oben Electric,Rorr,2020,336,165
Car,MG,ZS EV,2022,166,110
Scooter,Ather,450X,2019,478,78
Bike,PURE EV,eTryst 350,2019,147,147
Car,Mahindra,eVerito,2022,278,171
Scooter,Bajaj,Chetak,2022,314,107
Bike,PURE EV,eTryst 350,2023,334,64
Bike,Ultraviolette,F77,2021,88,158
Scooter,Bajaj,Chetak,2019,209,159
Scooter,Hero Electric,Optima,2021,409,98
Bike,PURE EV,eTryst 350,2020,308,173
Bike,PURE EV,eTryst 350,2019,300,80
Bike,Tork Motors,Kratos,2022,155,153
Scooter,Bajaj,Chetak,2022,84,111
Car,Hyundai,Kona Electric,2023,107,145
Bike,Revolt Motors,RV400,2022,486,67
Bike,Tork Motors,Kratos,2022,285,158
Scooter,Ather,450X,2020,222,86
Bike,Tork Motors,Kratos,2021,284,101
Scooter,Ather,450X,2022,396,145
Bike,Tork Motors,Kratos,2019,126,105
Car,Mahindra,eVerito,2023,179,154
Bike,Oben Electric,Rorr,2020,131,117
Scooter,TVS,iQube,2020,449,139
Scooter,TVS,iQube,2019,194,89
Car,Mahindra,eVerito,2020,307,172
Bike,Revolt Motors,RV400,2020,100,147
Bike,Ultraviolette,F77,2023,239,62
Car,Tata Motors,Nexon EV,2021,242,62
Car,Tata Motors,Nexon EV,2023,415,61
Scooter,Bajaj,Chetak,2020,358,100
Car,Tata Motors,Nexon EV,2021,448,103
Car,MG,ZS EV,2021,396,67
Bike,Tork Motors,Kratos,2023,369,79
Car,Hyundai,Kona Electric,2022,148,88
Bike,PURE EV,eTryst 350,2021,110,171
Scooter,Ola Electric,S1 Pro,2023,384,88
Car,BYD,Atto 3,2023,292,169
Car,MG,ZS EV,2021,458,147
Car,Tata Motors,Nexon EV,2023,112,165
Scooter,Ather,450X,2019,131,135
Scooter,Ola Electric,S1 Pro,2021,383,146
Car,Tata Motors,Nexon EV,2021,325,65
Bike,Ultraviolette,F77,2022,416,63
Car,BYD,Atto 3,2020,193,146
Car,Tata Motors,Nexon EV,2019,322,80
Car,BYD,Atto 3,2023,362,171
Car,Hyundai,Kona Electric,2019,328,147
Scooter,TVS,iQube,2020,271,104
Car,Hyundai,Kona Electric,2019,365,148
Scooter,Bajaj,Chetak,2019,100,118
Scooter,TVS,iQube,2022,160,134
Bike,Ultraviolette,F77,2021,481,60
Car,BYD,Atto 3,2021,84,68
Car,Tata Motors,Nexon EV,2019,425,64
Car,Hyundai,Kona Electric,2022,185,67
Bike,PURE EV,eTryst 350,2021,373,86
Bike,PURE EV,eTryst 350,2021,367,148
Car,Mahindra,eVerito,2021,337,62
Car,Hyundai,Kona Electric,2020,377,73
Car,Tata Motors,Nexon EV,2023,183,66
Bike,PURE EV,eTryst 350,2020,332,110
Bike,Ultraviolette,F77,2019,75,163
Car,Hyundai,Kona Electric,2022,84,75
Car,BYD,Atto 3,2021,354,104
Bike,Tork Motors,Kratos,2023,354,125
Car,BYD,Atto 3,2020,471,118
Car,Hyundai,Kona Electric,2023,483,132
Bike,Ultraviolette,F77,2022,400,69
Car,Hyundai,Kona Electric,2021,281,125
Scooter,Ather,450X,2022,193,77
Bike,Ultraviolette,F77,2021,220,119
Car,MG,ZS EV,2023,358,133
Scooter,Bajaj,Chetak,2022,271,174
Car,BYD,Atto 3,2021,174,179
Scooter,Ola Electric,S1 Pro,2023,451,96
Car,Mahindra,eVerito,2020,346,115
Bike,Ultraviolette,F77,2021,228,126
Car,MG,ZS EV,2022,489,137
Bike,Revolt Motors,RV400,2020,376,158
Car,Mahindra,eVerito,2020,122,129
Car,Mahindra,eVerito,2023,449,131
Car,Tata Motors,Nexon EV,2023,460,136
Bike,Revolt Motors,RV400,2023,273,72
Bike,Oben Electric,Rorr,2019,442,127
Scooter,Hero Electric,Optima,2022,462,175
Scooter,Hero Electric,Optima,2019,89,172
Bike,PURE EV,eTryst 350,2019,105,90
Bike,Oben Electric,Rorr,2023,462,136
Car,BYD,Atto 3,2023,485,156
Car,Hyundai,Kona Electric,2023,152,69
Car,MG,ZS EV,2019,159,104
Scooter,Ola Electric,S1 Pro,2023,346,142
Car,MG,ZS EV,2019,295,170
Bike,PURE EV,eTryst 350,2023,283,166
Bike,Tork Motors,Kratos,2022,77,154
Scooter,Hero Electric,Optima,2019,249,78
Car,Mahindra,eVerito,2020,339,171
Car,Mahindra,eVerito,2019,283,84
Car,Mahindra,eVerito,2020,280,172
Scooter,Ather,450X,2019,109,95
Bike,PURE EV,eTryst 350,2020,492,61
Bike,Oben Electric,Rorr,2020,149,108
Bike,Oben Electric,Rorr,2020,434,169
Bike,Ultraviolette,F77,2022,156,128
Car,BYD,Atto 3,2020,290,157
Car,Hyundai,Kona Electric,2020,128,141
Bike,Revolt Motors,RV400,2022,486,120
Bike,Revolt Motors,RV400,2019,161,161
Scooter,Bajaj,Chetak,2019,450,81
Bike,Revolt Motors,RV400,2023,375,131
Scooter,Ola Electric,S1 Pro,2020,209,75
Scooter,Hero Electric,Optima,2022,158,125
Bike,Oben Electric,Rorr,2022,99,134
Car,MG,ZS EV,2020,312,111
Bike,Revolt Motors,RV400,2022,345,117
Car,BYD,Atto 3,2021,444,173
Bike,Ultraviolette,F77,2022,487,92
Scooter,Hero Electric,Optima,2019,436,170
Car,Hyundai,Kona Electric,2022,83,92
Bike,Ultraviolette,F77,2023,104,167
Scooter,Ola Electric,S1 Pro,2020,451,172
Bike,Revolt Motors,RV400,2023,286,79
Scooter,Bajaj,Chetak,2021,379,163
Scooter,TVS,iQube,2023,204,158
Bike,Ultraviolette,F77,2019,312,101
Bike,Ultraviolette,F77,2019,327,147
Car,Hyundai,Kona Electric,2022,328,62
Car,Hyundai,Kona Electric,2021,431,152
Bike,Tork Motors,Kratos,2023,420,114
Car,MG,ZS EV,2022,223,61
Scooter,TVS,iQube,2022,367,113
Car,BYD,Atto 3,2019,329,74
Bike,PURE EV,eTryst 350,2023,289,136
Bike,Oben Electric,Rorr,2020,171,74
Scooter,TVS,iQube,2023,156,66
Bike,Tork Motors,Kratos,2021,185,67
Car,BYD,Atto 3,2023,83,162
Bike,Tork Motors,Kratos,2021,180,104
Bike,Ultraviolette,F77,2023,126,77
Bike,Tork Motors,Kratos,2021,312,73
Bike,Oben Electric,Rorr,2021,472,172
Bike,Ultraviolette,F77,2019,242,165
Bike,Revolt Motors,RV400,2019,451,156
Car,BYD,Atto 3,2021,359,83
Bike,Oben Electric,Rorr,2021,300,81
Scooter,TVS,iQube,2023,149,142
Bike,Tork Motors,Kratos,2021,312,81
Scooter,Bajaj,Chetak,2019,416,95
Scooter,TVS,iQube,2021,340,103
Scooter,Ather,450X,2021,275,161
Scooter,Ather,450X,2023,225,131
Bike,Revolt Motors,RV400,2020,422,180
Scooter,Hero Electric,Optima,2019,445,153
Car,MG,ZS EV,2019,485,104
Scooter,Ola Electric,S1 Pro,2023,299,90
Car,Mahindra,eVerito,2021,270,174
Bike,PURE EV,eTryst 350,2020,393,105
Car,Mahindra,eVerito,2019,422,107
Car,Hyundai,Kona Electric,2023,213,88
Car,Hyundai,Kona Electric,2021,480,113
Bike,Revolt Motors,RV400,2019,298,84
Scooter,Ola Electric,S1 Pro,2023,176,111
Scooter,Ola Electric,S1 Pro,2019,412,112
Bike,Ultraviolette,F77,2021,205,75
Bike,Oben Electric,Rorr,2022,361,126
Scooter,Bajaj,Chetak,2020,499,64
Scooter,TVS,iQube,2020,384,146
Scooter,Ather,450X,2019,274,119
Bike,Ultraviolette,F77,2023,333,146
Bike,Tork Motors,Kratos,2021,390,162
Car,Hyundai,Kona Electric,2022,230,91
Bike,Tork Motors,Kratos,2021,178,113
Car,BYD,Atto 3,2021,162,87
Scooter,Ather,450X,2019,177,106
Scooter,Bajaj,Chetak,2020,87,129
Scooter,Hero Electric,Optima,2021,492,104
Bike,Oben Electric,Rorr,2023,426,102
Scooter,Ola Electric,S1 Pro,2020,308,65
Scooter,Ola Electric,S1 Pro,2021,500,68
Bike,Oben Electric,Rorr,2022,300,68
Car,Mahindra,eVerito,2020,371,124
Scooter,Bajaj,Chetak,2023,352,121
Bike,PURE EV,eTryst 350,2020,144,74
Car,Tata Motors,Nexon EV,2022,478,113
Car,Hyundai,Kona Electric,2021,83,169
Scooter,Hero Electric,Optima,2019,475,149
Scooter,Ola Electric,S1 Pro,2019,84,130
Scooter,Bajaj,Chetak,2019,500,156
Bike,Revolt Motors,RV400,2019,464,80
Scooter,TVS,iQube,2021,337,62
Bike,PURE EV,eTryst 350,2023,331,107
Car,Mahindra,eVerito,2019,114,106
Car,MG,ZS EV,2020,464,101
Scooter,Ather,450X,2020,280,80
Scooter,Bajaj,Chetak,2023,310,138
Scooter,Hero Electric,Optima,2019,223,175
Scooter,Ather,450X,2019,166,87
Bike,Ultraviolette,F77,2019,408,176
Car,Mahindra,eVerito,2020,264,77
Scooter,TVS,iQube,2022,470,81
Bike,PURE EV,eTryst 350,2019,96,120
Scooter,Bajaj,Chetak,2021,180,179
Bike,Ultraviolette,F77,2020,249,94
Car,MG,ZS EV,2022,410,93
Bike,Oben Electric,Rorr,2020,208,154
Scooter,Bajaj,Chetak,2022,360,151
Car,BYD,Atto 3,2023,450,123
Bike,Ultraviolette,F77,2021,387,147
Scooter,Ola Electric,S1 Pro,2020,164,140
Bike,Oben Electric,Rorr,2020,315,88
Scooter,Ather,450X,2023,414,132
Car,Tata Motors,Nexon EV,2022,137,118
Scooter,Ola Electric,S1 Pro,2021,451,147
Car,Hyundai,Kona Electric,2020,306,119
Bike,PURE EV,eTryst 350,2019,446,85
Bike,PURE EV,eTryst 350,2019,493,121
Car,Mahindra,eVerito,2023,281,65
Car,Tata Motors,Nexon EV,2020,172,76
Scooter,Hero Electric,Optima,2023,342,177
Bike,Ultraviolette,F77,2023,361,70
Scooter,TVS,iQube,2023,410,144
Scooter,TVS,iQube,2021,224,86
Car,Tata Motors,Nexon EV,2022,267,104
Scooter,Bajaj,Chetak,2021,314,83
Bike,PURE EV,eTryst 350,2021,172,146
Car,Tata Motors,Nexon EV,2023,414,145
Car,Mahindra,eVerito,2019,192,175
Bike,PURE EV,eTryst 350,2023,427,149
Bike,Ultraviolette,F77,2019,496,151
Bike,Oben Electric,Rorr,2020,253,67
Bike,PURE EV,eTryst 350,2020,452,101
Bike,Ultraviolette,F77,2020,113,103
Scooter,Bajaj,Chetak,2021,260,60
Car,Tata Motors,Nexon EV,2021,275,75
Bike,PURE EV,eTryst 350,2023,312,156
Scooter,Bajaj,Chetak,2019,159,96
Bike,PURE EV,eTryst 350,2022,89,103
Scooter,Ather,450X,2021,312,98
Bike,Tork Motors,Kratos,2021,373,102
Bike,Tork Motors,Kratos,2021,257,165
Bike,Oben Electric,Rorr,2021,438,168
Scooter,Ola Electric,S1 Pro,2020,454,83
Scooter,Hero Electric,Optima,2023,309,166
Car,Mahindra,eVerito,2019,450,67
Scooter,Hero Electric,Optima,2019,95,102
Bike,PURE EV,eTryst 350,2019,453,88
Scooter,Hero Electric,Optima,2021,357,65
Bike,Tork Motors,Kratos,2019,116,133
Car,Tata Motors,Nexon EV,2020,131,94
Bike,Tork Motors,Kratos,2021,347,123
Scooter,Bajaj,Chetak,2022,457,105
Scooter,Hero Electric,Optima,2023,368,165
Bike,Oben Electric,Rorr,2020,247,143
Car,Mahindra,eVerito,2021,112,116
Car,Mahindra,eVerito,2021,349,144
Scooter,TVS,iQube,2023,220,125
Car,Mahindra,eVerito,2022,132,126
Scooter,Bajaj,Chetak,2023,231,143
Car,BYD,Atto 3,2020,291,138
Scooter,Ola Electric,S1 Pro,2023,139,93
Bike,Tork Motors,Kratos,2019,300,146
Bike,Revolt Motors,RV400,2022,137,159
Bike,PURE EV,eTryst 350,2020,199,103
Car,MG,ZS EV,2021,125,110
Car,Hyundai,Kona Electric,2022,387,103
Bike,Ultraviolette,F77,2023,217,99
Car,MG,ZS EV,2019,137,129
Scooter,Ola Electric,S1 Pro,2019,438,60
Bike,Oben Electric,Rorr,2022,263,103
Bike,Tork Motors,Kratos,2023,107,145
Car,Tata Motors,Nexon EV,2023,273,97
Car,BYD,Atto 3,2020,153,155
Bike,Oben Electric,Rorr,2019,369,66
Bike,Ultraviolette,F77,2023,249,177
Scooter,Bajaj,Chetak,2023,295,150
Car,MG,ZS EV,2022,469,137
Car,Tata Motors,Nexon EV,2023,172,126
Scooter,TVS,iQube,2022,86,131
Scooter,TVS,iQube,2022,377,145
Car,BYD,Atto 3,2020,141,111
Scooter,Bajaj,Chetak,2021,469,123
Scooter,Ola Electric,S1 Pro,2023,397,103
Car,BYD,Atto 3,2021,97,109
Car,MG,ZS EV,2023,456,168
Bike,Revolt Motors,RV400,2019,150,106
Bike,Ultraviolette,F77,2019,174,107
Scooter,TVS,iQube,2019,261,65
Scooter,Hero Electric,Optima,2019,427,167
Car,Hyundai,Kona Electric,2022,362,94
Car,Mahindra,eVerito,2021,376,81
Scooter,Ola Electric,S1 Pro,2020,288,155
Bike,PURE EV,eTryst 350,2022,111,76
Scooter,Ola Electric,S1 Pro,2020,412,117
Scooter,Ather,450X,2020,187,97
Car,Mahindra,eVerito,2020,418,129
Car,Mahindra,eVerito,2020,464,144
Scooter,Ather,450X,2023,200,157
Bike,Tork Motors,Kratos,2021,410,178
Car,MG,ZS EV,2020,307,65
Bike,Tork Motors,Kratos,2019,174,168
Car,MG,ZS EV,2021,201,94
Bike,Revolt Motors,RV400,2022,131,179
Bike,Ultraviolette,F77,2020,455,127
Car,MG,ZS EV,2020,390,95
Bike,Tork Motors,Kratos,2022,184,129
Bike,Revolt Motors,RV400,2023,282,165
Scooter,Hero Electric,Optima,2023,140,69
Car,Hyundai,Kona Electric,2019,436,93
Scooter,TVS,iQube,2022,416,75
Car,MG,ZS EV,2023,262,99
Scooter,Ather,450X,2023,483,114
Bike,Revolt Motors,RV400,2019,434,81
Car,Tata Motors,Nexon EV,2020,171,108
Car,Tata Motors,Nexon EV,2020,291,97
Scooter,Hero Electric,Optima,2019,218,83
Bike,Tork Motors,Kratos,2022,304,151
Scooter,TVS,iQube,2020,257,69
Car,BYD,Atto 3,2023,472,145
Scooter,Ather,450X,2021,379,126
Car,BYD,Atto 3,2022,184,139
Car,Mahindra,eVerito,2021,441,118
Bike,PURE EV,eTryst 350,2023,152,76
Bike,Tork Motors,Kratos,2022,165,82
Bike,Oben Electric,Rorr,2023,468,145
Car,Tata Motors,Nexon EV,2020,345,155
Bike,Revolt Motors,RV400,2020,497,165
Bike,Tork Motors,Kratos,2020,383,86
Scooter,Bajaj,Chetak,2023,188,70
Car,Hyundai,Kona Electric,2022,158,72
Car,Hyundai,Kona Electric,2020,182,78
Scooter,TVS,iQube,2022,363,115
Car,Mahindra,eVerito,2021,365,90
Scooter,Hero Electric,Optima,2020,412,154
Scooter,TVS,iQube,2023,288,166
Scooter,Ather,450X,2019,486,67
Scooter,Bajaj,Chetak,2021,477,118
Scooter,Hero Electric,Optima,2022,458,139
Bike,Oben Electric,Rorr,2020,347,131
Car,MG,ZS EV,2023,161,143
Car,BYD,Atto 3,2020,227,138
Bike,Tork Motors,Kratos,2021,382,98
Car,Mahindra,eVerito,2022,180,159
Bike,Tork Motors,Kratos,2020,357,65
Scooter,Bajaj,Chetak,2021,213,72
Scooter,Hero Electric,Optima,2019,198,78
Scooter,Bajaj,Chetak,2023,479,87
Car,Tata Motors,Nexon EV,2021,347,86
Scooter,Ather,450X,2021,238,123
Car,Mahindra,eVerito,2020,474,117
Bike,Oben Electric,Rorr,2023,474,162
Car,BYD,Atto 3,2019,325,171
Bike,Tork Motors,Kratos,2019,321,60
Bike,Revolt Motors,RV400,2023,479,85
Bike,Ultraviolette,F77,2023,360,169
Bike,Ultraviolette,F77,2021,162,75
Bike,Ultraviolette,F77,2023,101,70
Bike,Tork Motors,Kratos,2020,224,71
Bike,Tork Motors,Kratos,2019,294,160
Scooter,Bajaj,Chetak,2020,147,106
Scooter,TVS,iQube,2022,322,172
Car,MG,ZS EV,2019,423,164
Scooter,Bajaj,Chetak,2019,472,118
Car,BYD,Atto 3,2019,433,154
Bike,Oben Electric,Rorr,2021,291,96
Bike,PURE EV,eTryst 350,2019,452,61
Scooter,Bajaj,Chetak,2019,454,105
Bike,Ultraviolette,F77,2022,106,138
Bike,Ultraviolette,F77,2020,152,139
Scooter,Ola Electric,S1 Pro,2021,319,175
Scooter,Bajaj,Chetak,2019,321,132
Bike,Revolt Motors,RV400,2019,434,95
Car,Tata Motors,Nexon EV,2022,321,76
Scooter,TVS,iQube,2021,295,151
Scooter,Ola Electric,S1 Pro,2021,428,82
Car,BYD,Atto 3,2023,366,175
Car,Hyundai,Kona Electric,2021,492,151
Scooter,Hero Electric,Optima,2023,170,75
Car,Tata Motors,Nexon EV,2020,267,118
Car,Hyundai,Kona Electric,2019,182,91
Bike,Revolt Motors,RV400,2019,380,129
Bike,PURE EV,eTryst 350,2022,493,147
Car,Tata Motors,Nexon EV,2022,324,180
Car,Hyundai,Kona Electric,2022,475,162
Scooter,Ola Electric,S1 Pro,2019,306,111
Car,Hyundai,Kona Electric,2023,374,170
Scooter,Hero Electric,Optima,2020,213,73
Bike,Ultraviolette,F77,2021,246,166
Bike,Revolt Motors,RV400,2022,441,158
Car,BYD,Atto 3,2023,427,133
Bike,Tork Motors,Kratos,2021,279,167
Bike,PURE EV,eTryst 350,2023,97,108
Bike,Oben Electric,Rorr,2019,399,132
Bike,Revolt Motors,RV400,2023,289,120
Car,Tata Motors,Nexon EV,2022,113,68
Car,Tata Motors,Nexon EV,2021,244,157
Scooter,Hero Electric,Optima,2019,179,173
Scooter,Bajaj,Chetak,2020,384,92
Scooter,Hero Electric,Optima,2020,79,127
Scooter,Ather,450X,2022,107,164
Bike,Tork Motors,Kratos,2022,107,79
Car,Tata Motors,Nexon EV,2022,142,124
Car,BYD,Atto 3,2019,375,152
Bike,Ultraviolette,F77,2019,249,123
Scooter,TVS,iQube,2019,288,174
Car,MG,ZS EV,2020,108,171
Scooter,Bajaj,Chetak,2023,166,160
Bike,Tork Motors,Kratos,2020,245,67
Bike,Oben Electric,Rorr,2021,479,162
Car,Hyundai,Kona Electric,2021,253,155
Car,BYD,Atto 3,2019,405,163
Scooter,TVS,iQube,2021,361,154
Car,Hyundai,Kona Electric,2022,389,81
Scooter,Ather,450X,2023,304,163
Car,MG,ZS EV,2022,319,128
Car,Tata Motors,Nexon EV,2022,83,146
Scooter,Ather,450X,2019,229,164
Scooter,TVS,iQube,2020,475,81
Bike,Ultraviolette,F77,2019,451,61
Scooter,Ather,450X,2020,269,122
Scooter,Ather,450X,2020,372,100
Car,Hyundai,Kona Electric,2023,278,105
Car,BYD,Atto 3,2023,400,120
Scooter,Ather,450X,2023,432,86
Car,BYD,Atto 3,2020,230,156
Car,BYD,Atto 3,2023,115,102
Car,Tata Motors,Nexon EV,2020,404,77
Bike,PURE EV,eTryst 350,2021,125,166
Bike,Ultraviolette,F77,2021,183,140
Car,BYD,Atto 3,2019,372,108
Bike,Oben Electric,Rorr,2021,269,177
Car,BYD,Atto 3,2022,113,109
Car,Hyundai,Kona Electric,2023,355,61
Car,BYD,Atto 3,2020,434,139
Scooter,TVS,iQube,2019,339,125
Car,Tata Motors,Nexon EV,2021,164,98
Car,MG,ZS EV,2019,268,141
Car,MG,ZS EV,2023,424,123
Scooter,Ola Electric,S1 Pro,2021,94,143
Scooter,Bajaj,Chetak,2019,98,148
Bike,PURE EV,eTryst 350,2019,179,60
Bike,Oben Electric,Rorr,2023,344,82
Scooter,Ola Electric,S1 Pro,2019,272,94
Bike,Ultraviolette,F77,2023,355,72
Scooter,Bajaj,Chetak,2023,120,99
Scooter,TVS,iQube,2020,473,159
Bike,Tork Motors,Kratos,2023,399,112
Car,BYD,Atto 3,2021,367,60
Bike,Tork Motors,Kratos,2021,353,148
Car,Mahindra,eVerito,2019,366,86
Bike,Ultraviolette,F77,2019,107,102
Bike,Oben Electric,Rorr,2022,492,70
Bike,Tork Motors,Kratos,2019,159,122
Car,Hyundai,Kona Electric,2020,134,144
Bike,PURE EV,eTryst 350,2021,343,128
Car,MG,ZS EV,2022,395,100
Car,MG,ZS EV,2022,160,128
Bike,Oben Electric,Rorr,2022,165,76
Bike,Ultraviolette,F77,2023,233,75
Scooter,Ather,450X,2022,378,93
Bike,Ultraviolette,F77,2020,334,129
Bike,PURE EV,eTryst 350,2019,134,91
Car,Mahindra,eVerito,2021,138,86
Scooter,Bajaj,Chetak,2023,90,157
Bike,PURE EV,eTryst 350,2019,171,101
Car,BYD,Atto 3,2019,102,163
Bike,PURE EV,eTryst 350,2022,155,117
Car,BYD,Atto 3,2019,488,102
Car,BYD,Atto 3,2020,391,125
Car,MG,ZS EV,2021,193,149
Bike,PURE EV,eTryst 350,2020,397,174
Car,BYD,Atto 3,2019,382,69
Scooter,TVS,iQube,2023,239,172
Scooter,TVS,iQube,2021,298,147
Scooter,Hero Electric,Optima,2021,86,110
Car,MG,ZS EV,2019,367,179
Car,MG,ZS EV,2023,315,148
Bike,Oben Electric,Rorr,2021,484,172
Bike,Tork Motors,Kratos,2023,477,61
Car,MG,ZS EV,2022,140,139
Scooter,Bajaj,Chetak,2020,145,103
Car,Mahindra,eVerito,2023,470,146
Car,Mahindra,eVerito,2022,263,98
Car,Tata Motors,Nexon EV,2022,461,160
Scooter,Hero Electric,Optima,2020,406,104
Bike,Revolt Motors,RV400,2020,98,113
Bike,Ultraviolette,F77,2019,178,142
Bike,Tork Motors,Kratos,2022,392,174
Bike,Ultraviolette,F77,2023,449,109
Scooter,Ola Electric,S1 Pro,2020,246,134
Scooter,Ather,450X,2019,175,130
Car,Tata Motors,Nexon EV,2020,111,97
